파일명,파일 내용
2021_한국가스공사_preprocessing_summary.txt,"한국가스공사 요약재무정보 (2019-2021년)

성장성
연결 기준 자산총계는 2019년 39조 3,118억 원에서 2020년 35조 9,097억 원으로 감소했으나 2021년 43조 6,699억 원으로 증가하며 회복세를 보였습니다. 매출액은 2019년 24조 9,826억 원에서 2020년 20조 8,337억 원으로 감소했으나 2021년 27조 5,207억 원으로 증가했습니다.

수익성
연결 기준 영업이익은 2019년 1조 3,345억 원 흑자에서 2020년 8,988억 원으로 감소했으나 2021년 1조 2,396억 원으로 회복했습니다. 당기순이익은 2019년 582억 원 흑자에서 2020년 1,606억 원 손실로 적자 전환되었으나 2021년 9,645억 원 흑자로 크게 개선되었습니다. 기본주당이익은 2019년 395원에서 2020년 마이너스 1,989원으로 악화되었으나 2021년 11,078원으로 크게 상승했습니다.

안정성
연결 기준 부채총계는 2019년 31조 1,653억 원에서 2020년 28조 1,746억 원으로 감소했으나 2021년 34조 5,505억 원으로 증가했습니다. 이에 따른 부채비율은 2019년 약 129.6%에서 2020년 101.2%로 하락했다가 2021년 126.5%로 다시 상승했습니다. 자본총계는 2019년 8조 1,465억 원에서 2021년 9조 1,193억 원으로 꾸준히 증가했습니다.

결론
한국가스공사는 2019년부터 2021년까지 자산과 매출액이 변동하는 가운데, 2020년 일시적인 수익성 악화를 겪었으나 2021년 들어 견조한 회복세를 보이며 성장성과 수익성이 개선되는 모습을 나타냈습니다. 부채 비율은 다소 상승했지만, 자본총계의 꾸준한 증가로 재무 안정성을 유지하고 있습니다."
2021_한국공항_preprocessing_summary.txt,"한국공항 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 5,184.51억 원에서 2020년 3,032.07억 원으로 감소했으나 2021년 3,455.32억 원으로 회복하는 모습을 보였습니다. 자산총계는 2019년 4,647.25억 원에서 2021년 3,838.88억 원으로 꾸준히 감소했습니다.

수익성
영업이익은 2019년 230.36억 원 흑자에서 2020년 505.79억 원 적자로 전환되었으며 2021년에는 9.03억 원의 영업손실을 기록했습니다. 당기순이익은 2019년 162.63억 원 흑자였으나 2020년 474.59억 원 적자로 전환되었고 2021년에는 32.51억 원의 흑자를 기록하며 수익성이 개선되었습니다. 주당순이익은 2019년 5,317원에서 2021년 1,063원으로 감소했으며 2020년에는 마이너스 15,519원을 기록했습니다.

안정성
부채총계는 2019년 1,416.91억 원에서 2021년 938.14억 원으로 감소했습니다. 이에 따라 부채비율은 2019년 약 43.9%에서 2020년 55.6% 2021년에는 32.3%로 지속적인 하락세를 보이며 재무안정성이 개선된 모습을 보였습니다. 자본총계는 2019년 3,230.35억 원에서 2021년 2,900.74억 원으로 감소했습니다.

결론
한국공항은 2019년부터 2021년까지 매출액이 감소했다가 회복되는 모습을 보였으며, 영업이익은 적자를 기록했으나 당기순이익은 흑자로 전환되며 수익성이 개선되었습니다. 부채 감소로 재무 안정성은 크게 개선되었습니다."
2021_한국기업평가_preprocessing_summary.txt,"한국기업평가 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 92.75조 원에서 2020년 95.88조 원으로 증가했으며 2021년에는 104.52조 원으로 꾸준히 성장했습니다. 자산총계는 2019년 160.34조 원에서 2021년 161.34조 원으로 소폭 증가하며 160조 원대 수준을 유지했습니다.

수익성
영업이익은 2019년 31.65조 원 흑자에서 2020년 32.71조 원으로 증가했으며 2021년에는 36.22조 원의 영업이익을 기록하며 꾸준한 성장세를 보였습니다. 당기순이익 역시 2019년 24.76조 원 흑자에서 2020년 24.16조 원으로 소폭 감소했으나 2021년에는 26.75조 원의 순이익을 기록하며 회복했습니다. 주당순이익은 2019년 4,563원에서 2021년 4,990원으로 상승했습니다.

안정성
부채총계는 2019년 35.91조 원에서 2021년 40.74조 원으로 증가했습니다. 이에따라 부채비율은 2019년 약 28.9%에서 2020년 34.0% 2021년에는 33.9%로 소폭 상승했습니다. 자본총계는 2019년 124.43조 원에서 2021년 120.60조 원으로 소폭 감소했습니다.

결론
한국기업평가는 2019년부터 2021년까지 매출액과 영업이익이 꾸준히 성장했으며 당기순이익도 회복세를 보이며 수익성이 양호한 모습을 유지했습니다. 부채 증가에도 불구하고 자본총계는 안정적인 수준을 유지하며 재무 안정성 또한 견고한 것으로 판단됩니다."
2021_한국수출포장공업_preprocessing_summary.txt,"한국수출포장공업 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 2,715억 6,200만 원에서 2020년 2,648억 1,300만 원으로 소폭 감소하였으나 2021년 3,192억 2,400만 원으로 증가하며 꾸준한 성장세를 보였습니다. 자산총계는 2019년 3,080억 8,500만 원에서 2021년 3,318억 4,700만 원으로 꾸준히 증가했습니다.

수익성
영업이익은 2019년 192억 7,100만 원 흑자에서 2020년 108억 8,400만 원으로 감소했으나 2021년 200억 600만 원으로 다시 증가하며 양호한 수익성을 유지했습니다. 연결총당기순이익 역시 2019년 180억 2,000만 원 흑자에서 2020년 83억 5,400만 원으로 감소했으나 2021년 158억 5,900만 원으로 회복하며 견조한 흐름을 보였습니다. 주당순이익은 2019년 4,505원에서 2021년 4,120원으로 소폭 하락했으나 여전히 높은 수준을 유지했습니다.

안정성
부채총계는 2019년 603억 1,700만 원에서 2020년 565억 1,100만 원으로 감소했으나 2021년 684억 8,800만 원으로 다시 증가했습니다. 그럼에도 불구하고 자본총계는 2019년 2,477억 6,800만 원에서 2021년 2,633억 5,900만 원으로 꾸준히 증가하며 매우 안정적인 재무 구조를 유지하고 있습니다.

결론
한국수출포장공업은 2019년부터 2021년까지 매출액 및 영업이익, 당기순이익 모두 견조한 성장세를 보이며 수익성이 양호한 수준을 유지했습니다. 부채는 소폭 변동하였으나 자본총계가 꾸준히 증가하여 재무 안정성이 매우 우수한 것으로 판단됩니다."
2021_한국자산신탁_preprocessing_summary.txt,"한국자산신탁 요약재무정보 (2019-2021년)

성장성
영업수익은 2019년 2,232억 원에서 2020년 2,400억 원으로 증가하였으나 2021년 2,125억 원으로 감소했습니다. 자산총계는 2019년 1조 2,374억 원에서 2021년 1조 2,646억 원으로 소폭 증가했습니다.

수익성
영업이익은 2019년 1,140억 원에서 2020년 1,786억 원으로 증가하였으나 2021년 1,479억 원으로 감소했습니다. 연결당기순이익 역시 2019년 887억 원에서 2020년 1,300억 원으로 증가하였으나 2021년 1,074억 원으로 감소했습니다. 기본주당순이익은 2019년 725원에서 2020년 1,062원으로 상승하였으나 2021년 878원으로 하락했습니다.

안정성
부채총계는 2019년 5,763억 원에서 2021년 4,153억 원으로 감소했습니다. 이에 따라 부채비율은 2019년 약 87.2%에서 2020년 57.1% 2021년에는 48.9%로 지속적인 하락세를 보이며 재무안정성이 개선된 모습을 보였습니다. 자본총계는 2019년 6,611억 원에서 2021년 8,492억 원으로 꾸준히 증가했습니다.

결론
한국자산신탁은 2019년부터 2021년까지 영업수익이 소폭 감소하였으나 영업이익과 순이익은 개선되는 추세를 보였습니다. 부채가 감소하고 자본총계가 증가함에 따라 재무안정성이 강화되었습니다."
2021_한국제지_preprocessing_summary.txt,"한국제지 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 1,776억 5천4백만 원에서 2021년 2,044억 3천5백만 원으로 꾸준히 증가했습니다. 자산총계 역시 2019년 1,878억 3천3백만 원에서 2021년 1,953억 3천4백만 원으로 증가하는 추세를 보였습니다. 유동자산도 2019년 576억 3천7백만 원에서 2021년 609억 5천5백만 원으로 늘어났습니다.

수익성
영업이익은 2019년 141억 4백만 원 흑자에서 2020년 210억 5천6백만 원으로 증가했으나 2021년에는 132억 8천7백만 원으로 감소했습니다. 당기순이익은 2019년 112억 2천2백만 원 흑자에서 2020년 132억 8천2백만 원으로 증가했다가 2021년에는 102억 4천3백만 원으로 감소하며 흑자를 유지했습니다. 주당순이익은 2019년 380원에서 2021년 178원으로 하락했습니다.

안정성
부채총계는 2019년 1,499억 2천4백만 원에서 2021년 973억 8천7백만 원으로 크게 감소했습니다. 유동부채는 2019년 1,166억 1천1백만 원에서 2021년 702억 7천7백만 원으로 감소했고, 비유동부채도 2019년 333억 1천2백만 원에서 2021년 271억 1천만 원으로 감소했습니다. 이에 따라 부채비율은 개선되는 모습을 보였습니다. 자본총계는 2019년 379억 9백만 원에서 2021년 979억 4천6백만 원으로 크게 증가하며 재무 안정성이 향상되었습니다.

결론
한국제지는 2019년부터 2021년까지 매출액이 꾸준히 성장했으며, 부채 감소와 자본 증가로 재무 안정성이 크게 향상되었습니다. 수익성은 2020년에 정점을 찍은 후 소폭 하락했지만 여전히 흑자를 유지하고 있습니다."
2021_한국철강_preprocessing_summary.txt,"한국철강 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 7,191억 원에서 2020년 6,334억 원으로 감소했으나 2021년 8,867억 원으로 크게 증가하며 성장세를 보였습니다. 자산총계는 2019년 8,732억 원에서 2021년 9,087억 원으로 소폭 증가했습니다.

수익성
영업이익은 2019년 1,221억 원에서 2020년 351억 원으로 감소했으나 2021년 1,033억 원으로 크게 증가하며 개선되었습니다. 당기순이익은 2019년 191억 원 흑자에서 2020년 85억 원 손실로 전환되었으나 2021년 973억 원 흑자로 회복하며 실적이 개선되었습니다. 주당순이익은 2019년 415원에서 2020년 마이너스 184원으로 악화되었으나 2021년 2,435원으로 크게 개선되었습니다.

안정성
부채총계는 2019년 1,483억 원에서 2021년 1,865억 원으로 증가했습니다. 이에 따라 부채비율은 2019년 약 20.5%에서 2020년 24.7% 2021년 25.8%로 소폭 상승하며 재무 안정성이 유지되었습니다. 자본총계는 2019년 7,249억 원에서 2021년 7,222억 원으로 소폭 감소했으나 안정적인 수준을 유지했습니다.

결론
한국철강은 2020년 매출액과 수익성이 다소 감소했으나 2021년에 매출액이 크게 증가하고 영업이익과 당기순이익이 모두 흑자로 전환되며 수익성이 크게 개선되었습니다. 부채총계는 증가했지만 자본총계가 안정적인 수준을 유지하며 전반적인 재무 안정성은 양호한 것으로 평가됩니다."
2021_한국카본_preprocessing_summary.txt,"한국카본 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 2,734억 원에서 2020년 4,117억 원으로 증가했으나 2021년에는 3,678억 원으로 소폭 감소했습니다. 자산총계는 2019년 3,976억 원에서 2021년 4,984억 원으로 꾸준히 증가하며 성장세를 보였습니다.

수익성
영업이익은 2019년 253억 원에서 2020년 757억 원으로 크게 증가했으나 2021년에는 327억 원으로 감소했습니다. 연결총당기순이익 역시 2019년 177억 원에서 2020년 574억 원으로 증가했으나 2021년에는 143억 원으로 감소하며 전반적인 수익성이 2020년 대비 악화되었습니다. 주당순이익은 2019년 430원에서 2021년 334원으로 하락했습니다.

안정성
부채총계는 2019년 849억 원에서 2021년 1,094억 원으로 증가했습니다. 자본총계는 2019년 3,127억 원에서 2021년 3,890억 원으로 증가하여 부채 증가에도 불구하고 자본이 더 크게 늘어나며 재무 안정성은 유지되거나 개선되는 모습을 보였습니다.

결론
한국카본은 2019년부터 2021년까지 자산이 꾸준히 증가하며 성장성을 보였으나, 2020년 대비 2021년 매출액과 영업이익, 당기순이익이 감소하며 수익성이 다소 악화되었습니다. 부채가 증가했으나 자본총계 증가폭이 더 커 재무 안정성은 양호한 수준을 유지했습니다."
2021_한국콜마_preprocessing_summary.txt,"한국콜마 요약재무정보 (2019-2021년)

성장성
연결 기준 매출액은 2019년 1조 3,788억 원에서 2020년 1조 3,220억 원으로 감소했으나, 2021년에는 1조 5,863억 원으로 증가하며 성장세를 보였습니다. 자산총계 역시 2019년 2조 4,003억 원에서 2021년 2조 6,060억 원으로 꾸준히 증가했습니다.

수익성
연결 기준 영업이익은 2019년 998억 원에서 2020년 1,216억 원으로 증가했으나, 2021년에는 842억 원으로 감소했습니다. 당기순이익은 2019년 336억 원, 2020년 1,605억 원, 2021년 435억 원으로 변동성이 있었습니다. 주당순이익은 2019년 1,284원에서 2020년 7,005원으로 크게 증가했으나, 2021년에는 1,565원으로 감소했습니다.

안정성
연결 기준 부채총계는 2019년 1조 5,524억 원에서 2020년 1조 4,903억 원으로 감소했으나, 2021년에는 1조 2,464억 원으로 더욱 감소하며 재무 안정성이 개선되었습니다. 부채비율 또한 2019년 약 183.1%에서 2021년 약 91.7%로 하락했습니다. 자본총계는 2019년 8,478억 원에서 2021년 1조 3,595억 원으로 크게 증가하며 안정성을 높였습니다.

결론
한국콜마는 2019년부터 2021년까지 매출액이 증가하며 성장세를 이어갔습니다. 수익성은 일부 변동이 있었으나, 부채가 감소하고 자본이 증가하며 재무 안정성은 지속적으로 개선되는 모습을 보였습니다."
2021_한국토지신탁_preprocessing_summary.txt,"한국토지신탁 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 2,557억 원에서 2020년 2,374억 원으로 감소했으나 2021년 2,255억 원으로 감소세가 둔화되었습니다. 자산총계는 2019년 1조 4,472억 원에서 2021년 1조 7,214억 원으로 꾸준히 증가하며 성장세를 유지했습니다.

수익성
영업이익은 2019년 1,193억 원에서 2020년 938억 원으로 감소했으며 2021년에는 895억 원으로 감소세를 이어갔습니다. 당기순이익은 2019년 1,083억 원에서 2020년 851억 원으로 감소했으나 2021년에는 1,399억 원으로 증가하며 수익성이 개선되었습니다. 주당순이익은 2019년 449원에서 2020년 364원으로 감소했으나 2021년에는 611원으로 증가했습니다.

안정성
부채총계는 2019년 5,657억 원에서 2021년 6,966억 원으로 증가했습니다. 이에따라 부채비율은 2019년 약 64.2%에서 2021년 약 68.0%로 소폭 상승했습니다. 자본총계는 2019년 8,814억 원에서 2021년 1조 248억 원으로 꾸준히 증가하며 재무 안정성이 강화되었습니다.

결론
한국토지신탁은 2019년부터 2021년까지 자산총계가 꾸준히 증가하며 성장세를 유지했으며, 2021년에는 당기순이익이 증가하고 자본총계가 확대되어 수익성과 재무 안정성이 개선된 모습을 보였습니다. 다만, 매출액과 영업이익은 소폭 감소하는 추세를 보였습니다."
2021_한국팩키지_preprocessing_summary.txt,"한국팩키지 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 583.77억 원에서 2020년 564.96억 원으로 소폭 감소하였으나 2021년 562.24억 원으로 매출 규모를 유지했습니다. 자산총계는 2019년 705.85억 원에서 2021년 1819.55억 원으로 크게 증가했습니다.

수익성
영업이익은 2019년 25.55억 원 흑자에서 2020년 20.13억 원으로 감소했으며 2021년에는 21.04억 원의 영업손실을 기록하며 적자로 전환되었습니다. 당기순이익 역시 2019년 18.08억 원 흑자였으나 2020년 23.34억 원 흑자 후 2021년에는 5.04억 원의 손실을 기록하며 적자 전환되었습니다. 기본주당이익은 2019년 72원에서 2021년 마이너스 20원으로 악화되었습니다.

안정성
부채총계는 2019년 308.06억 원에서 2021년 1042.19억 원으로 크게 증가했습니다. 자본총계는 2019년 397.79억 원에서 2021년 777.35억 원으로 증가했습니다.

결론
한국팩키지는 2019년부터 2021년까지 매출액은 대체로 유지되었으나 2021년 영업이익 및 당기순이익이 적자로 전환되며 수익성이 악화되었습니다. 부채 증가폭이 자본 증가폭보다 커 재무 안정성에 대한 주의가 필요합니다."
2021_한국화장품_preprocessing_summary.txt,"한국화장품 요약재무정보 (2019-2021년)

성장성
연결기준 매출액은 2019년 1,311억 9천 6백만원에서 2020년 724억 9천 9백만원으로 감소했으며, 2021년에는 669억 6천 6백만원으로 지속적으로 감소하는 추세를 보였습니다. 연결기준 자산총계는 2019년 8,130억 8천만원에서 2021년 4,850억 8천만원으로 감소했습니다. 별도기준 매출액 또한 2019년 2,549억 8천만원에서 2021년 1,479억 7천만원으로 감소했으며, 자산총계는 2019년 5,193억 7천만원에서 2021년 3,340억 6천만원으로 감소했습니다.

수익성
연결기준 영업이익은 2019년 1,739억 4천만원 손실에서 2020년 1,699억 3천만원 손실로 소폭 개선되었으나, 2021년에는 319억 3천만원 손실로 큰 폭의 개선을 보였습니다. 연결당기순이익 역시 2019년 1,722억 4천만원 손실에서 2020년 765억 3천만원 손실로 개선되었으며, 2021년에는 728억 2천만원 손실로 적자 폭이 줄었습니다. 주당순이익은 2019년 마이너스 1,072원에서 2021년 마이너스 453원으로 개선되었습니다. 별도기준 영업이익은 2019년 507억 8천만원 손실에서 2020년 585억 5천만원 손실로 악화되었으나, 2021년에는 339억 5천만원 손실로 개선되었습니다. 별도당기순이익은 2019년 1,830억 6천만원 손실에서 2020년 658억 6천만원 손실로 크게 개선되었고, 2021년에는 349억 8천만원 손실로 적자 폭이 더욱 줄었습니다. 주당순이익은 2019년 마이너스 1,139원에서 2021년 마이너스 218원으로 개선되었습니다.

안정성
연결기준 부채총계는 2019년 4,611억 5천만원에서 2020년 4,585억 9천만원으로 소폭 감소했으나, 2021년에는 2,653억 6천만원으로 크게 감소했습니다. 부채비율은 2019년 약 131%에서 2020년 약 155%로 증가했으나, 2021년에는 약 121%로 감소했습니다. 연결기준 자본총계는 2019년 3,519억 3천만원에서 2021년 2,197억 2천만원으로 감소했습니다. 별도기준 부채총계는 2019년 1,623억 7천만원에서 2020년 1,220억 5천만원으로 감소했으며, 2021년에는 662억 1천만원으로 지속적으로 감소했습니다. 별도기준 자본총계는 2019년 3,570억 원에서 2021년 2,678억 5천만원으로 감소했습니다.

결론
한국화장품은 2019년부터 2021년까지 매출액과 자산총계가 감소하는 추세를 보였습니다. 수익성 측면에서는 연결기준 및 별도기준 모두 영업이익과 당기순이익의 손실 규모가 점진적으로 감소하며 개선되는 모습을 보였습니다. 재무 안정성 측면에서는 부채총계가 지속적으로 감소하여 재무구조가 점차 개선되는 것으로 판단됩니다."
2021_한국화장품제조_preprocessing_summary.txt,"한국화장품제조 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 764억 9200만원에서 2020년 619억 9000만원으로 감소하였으나 2021년 678억 1000만원으로 회복하는 모습을 보였습니다. 자산총계는 2019년 841억 8300만원에서 2021년 765억 4600만원으로 감소했습니다.

수익성
영업이익은 2019년 13억 900만원 흑자에서 2020년 21억 7800만원 손실, 2021년 7억 7100만원 손실로 적자 전환 및 확대되었습니다. 법인세비용차감전순이익과 당기순이익 역시 2019년에도 각각 20억 6700만원 손실, 14억 8800만원 손실을 기록했으며 2020년과 2021년에도 적자를 지속하며 손실 폭이 확대되었습니다. 주당순이익 역시 2019년 마이너스 411원에서 2021년 마이너스 332원으로 악화되었습니다.

안정성
부채총계는 2019년 361억 5600만원에서 2021년 335억 5700만원으로 감소했습니다. 이에 따라 부채비율은 2019년 약 75.3%에서 2020년 75.3% 2021년에는 78.1%로 소폭 상승하며 재무 안정성이 유지되는 모습을 보였습니다. 자본총계는 2019년 480억 2700만원에서 2021년 429억 8900만원으로 감소했습니다.

결론
한국화장품제조는 2019년 흑자를 기록했으나 2020년과 2021년 연속으로 영업이익 및 당기순이익에서 손실을 기록하며 수익성이 악화되었습니다. 부채총계는 감소했으나 자본총계 역시 감소하여 재무 안정성은 유지되는 수준을 보였습니다."
2021_한빛소프트_preprocessing_summary.txt,"한빛소프트 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 437억 8천만 원에서 2020년 571억 8천만 원으로 증가했으며 2021년에는 641억 2천만 원으로 지속적인 성장세를 보였습니다. 자산총계는 2019년 457억 원에서 2020년 446억 원으로 소폭 감소했으나 2021년 471억 원으로 회복하며 증가했습니다.

수익성
영업이익은 2019년 1,895억 원 손실에서 2020년 7,421억 원 손실로 적자 폭이 확대되었으며 2021년에도 7,130억 원 손실을 기록하며 적자 상태를 유지했습니다. 당기순이익은 2019년 3,552억 원 흑자였으나 2020년 1,368억 원 손실로 적자 전환되었고 2021년에는 1,774억 원 흑자를 기록하며 회복세를 보였습니다. 기본주당이익은 2019년 145원에서 2020년 마이너스 87원으로 악화되었으나 2021년 10원으로 회복했습니다.

안정성
부채총계는 2019년 2,697억 원에서 2020년 2,576억 원으로 감소했으나 2021년 2,562억 원으로 소폭 증가했습니다. 부채비율은 2019년 약 144.0%에서 2020년 136.5% 2021년 118.9%로 지속적인 감소세를 보이며 재무 안정성이 개선되었습니다. 자본총계는 2019년 187억 원에서 2021년 215억 원으로 꾸준히 증가했습니다.

결론
한빛소프트는 2019년부터 2021년까지 매출액이 꾸준히 증가했으며 2021년에는 당기순이익 흑자 전환과 자본총계 증가를 통해 재무 안정성이 개선되는 모습을 보였습니다. 다만, 영업이익은 여전히 적자 상태를 유지하고 있어 수익성 개선이 필요한 상황입니다."
2021_한샘_preprocessing_summary.txt,"한샘 요약재무정보 (제47기-제49기)

성장성
매출액은 제47기 1.70조 원에서 제48기 2.07조 원으로 증가하였고, 제49기에는 2.23조 원으로 지속적인 성장세를 보였습니다. 자산총계 역시 제47기 1.20조 원에서 제49기 1.25조 원으로 꾸준히 증가했습니다.

수익성
영업이익은 제47기 558억 원에서 제48기 931억 원으로 증가하였으나, 제49기에는 693억 원으로 다소 감소하였습니다. 당기순이익은 제47기 427억 원에서 제48기 668억 원으로 증가하였으나, 제49기에는 572억 원으로 감소했습니다. 기본주당순이익은 제47기 2,423원에서 제49기 3,266원으로 회복하는 모습을 보였습니다.

안정성
부채총계는 제47기 0.59조 원에서 제49기 0.62조 원으로 소폭 증가했습니다. 그러나 자본총계는 제47기 0.61조 원에서 제49기 0.62조 원으로 증가하며 안정적인 수준을 유지했습니다. 부채비율은 정보가 제시되지 않았습니다.

결론
한샘은 2020년부터 2022년까지 매출액이 꾸준히 증가하며 성장성을 보여주었습니다. 수익성은 소폭의 변동이 있었으나 전반적으로 양호한 수준을 유지했으며, 자본총계 또한 안정적으로 관리되고 있습니다."
2021_한솔로지스틱스_preprocessing_summary.txt,"한솔로지스틱스 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 4,607억 원에서 2020년 5,096억 원, 2021년 7,470억 원으로 꾸준히 증가하는 성장세를 보였습니다. 자산총계 역시 2019년 1,667억 원에서 2021년 2,666억 원으로 증가하며 외형 확장을 나타냈습니다.

수익성
영업이익은 2019년 95억 원에서 2020년 130억 원, 2021년 303억 원으로 매년 큰 폭으로 증가하며 수익성이 지속적으로 개선되었습니다. 당기순이익 또한 2019년 59억 원에서 2021년 234억 원으로 크게 늘어났습니다. 주당이익은 2019년 215원에서 2021년 855원으로 상승하며 주주 가치가 증대되었습니다.

안정성
부채총계는 2019년 1,197억 원에서 2021년 1,880억 원으로 증가했습니다. 유동자산과 자본총계 역시 2019년 991억 원과 470억 원에서 2021년 1,783억 원과 785억 원으로 증가하며 부채 증가분을 상쇄하고 재무 건전성을 유지하는 모습을 보였습니다.

결론
한솔로지스틱스는 2019년부터 2021년까지 매출액과 영업이익, 당기순이익이 지속적으로 성장하며 수익성이 크게 개선되었습니다. 자산과 자본의 증가로 재무 안정성 역시 양호한 수준을 유지하고 있습니다."
2021_한솔제지_preprocessing_summary.txt,"한솔제지 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 1조 6,791억 원에서 2020년 1조 5,098억 원으로 감소했으나 2021년 1조 8,342억 원으로 회복하며 증가세를 보였습니다. 자산 총계는 2019년 1조 7,432억 원에서 2021년 1조 8,878억 원으로 꾸준히 증가했습니다.

수익성
영업이익은 2019년 959억 원에서 2020년 945억 원으로 소폭 감소했으며 2021년에는 607억 원으로 감소했습니다. 연결 당기순이익은 2019년 400억 원에서 2020년 592억 원으로 증가했으나 2021년에는 136억 원으로 크게 감소했습니다. 주당순이익은 2019년 2,229원에서 2021년 575원으로 하락했습니다.

안정성
부채 총계는 2019년 1조 1,312억 원에서 2020년 1조 1,055억 원으로 감소했으나 2021년 1조 2,084억 원으로 증가했습니다. 유동부채는 2019년 7,216억 원에서 2020년 6,182억 원으로 감소했으나 2021년 7,274억 원으로 다시 증가했습니다. 비유동부채는 2019년 4,095억 원에서 2021년 4,810억 원으로 증가했습니다. 자본 총계는 2019년 6,120억 원에서 2021년 6,793억 원으로 꾸준히 증가했습니다.

결론
한솔제지는 2019년부터 2021년까지 매출액이 회복세를 보였으나 영업이익과 당기순이익은 감소하는 추세를 보였습니다. 부채 총계는 2021년에 증가했지만 자본 총계는 꾸준히 증가하며 재무 상태를 유지했습니다."
2021_한솔홀딩스_preprocessing_summary.txt,"한솔홀딩스 요약재무정보 (제55기-제57기)

성장성
매출액은 제55기 3,463억 원에서 제56기 3,595억 원으로 소폭 증가하였고, 제57기에는 4,136억 원으로 크게 증가하며 성장세를 보였습니다. 자산총계는 제55기 6,664억 원에서 제56기 6,271억 원으로 감소하였으나, 제57기에는 6,537억 원으로 회복하는 모습을 보였습니다.

수익성
영업이익은 제55기 148억 원에서 제56기 125억 원으로 감소하였으나, 제57기에는 184억 원으로 증가하며 개선되는 추세를 보였습니다. 당기순이익은 제55기 263억 원, 제57기 236억 원으로 상대적으로 안정적인 흐름을 보인 반면, 제56기에는 727억 원으로 큰 폭의 증가를 기록했습니다. 지배회사지분당기순이익 역시 제56기에 712억 원으로 가장 높았으며, 제55기 253억 원, 제57기 216억 원 순으로 나타났습니다. 주당손익은 제55기 602원, 제57기 514원으로 감소하였으나 제56기에는 1,695원으로 크게 상승했습니다.

안정성
부채총계는 제55기 2,103억 원에서 제56기 1,007억 원으로 대폭 감소하였으나, 제57기에는 1,044억 원으로 소폭 증가했습니다. 이에 따라 부채비율은 제55기 약 129.8%에서 제56기 약 60.3%로 크게 개선되었으며, 제57기에는 약 63.0% 수준으로 안정적인 상태를 유지했습니다. 자본총계는 제55기 4,561억 원에서 제56기 5,265억 원으로 증가하였고, 제57기에는 5,493억 원으로 꾸준히 증가하며 재무 안정성이 강화되었습니다.

결론
한솔홀딩스는 제55기부터 제57기까지 매출액이 꾸준히 증가하며 성장세를 보였습니다. 수익성은 제56기에 일시적인 변동이 있었으나 전반적으로 안정적인 흐름을 유지했으며, 부채총계 감소와 자본총계 증가에 힘입어 재무 안정성 역시 크게 개선되었습니다."
2021_한솔홈데코_preprocessing_summary.txt,"한솔홈데코 요약재무정보 (2019-2021년)

성장성
매출액은 2019년 2,638.86억 원에서 2020년 2,532.13억 원으로 소폭 감소했으나 2021년 2,632.50억 원으로 회복하며 2,600억 원대 수준을 유지했습니다. 자산총계는 2019년 2,957.50억 원에서 2020년 2,949.90억 원으로 소폭 감소했으나 2021년 3,146.61억 원으로 증가했습니다.

수익성
영업이익은 2019년 18.40억 원 손실에서 2020년 27.39억 원 흑자로 전환되었으며 2021년에는 86.19억 원의 영업이익을 기록하며 증가했습니다. 당기순이익 역시 2019년 45.58억 원 손실에서 2020년 5.87억 원 흑자로 전환되었고 2021년에는 54.60억 원의 순이익을 기록하며 개선되었습니다. 주당이익은 2019년 마이너스 57원에서 2021년 68원으로 상승했습니다.

안정성
부채총계는 2019년 1,415.83억 원에서 2020년 1,404.49억 원으로 소폭 감소했으나 2021년 1,548.14억 원으로 증가했습니다. 이에따라 부채비율은 2019년 약 91.8%에서 2020년 90.7% 2021년에는 96.8%로 소폭 상승했습니다. 자본총계는 2019년 1,541.66억 원에서 2021년 1,598.47억 원으로 꾸준히 증가했습니다.

결론
한솔홈데코는 2019년 대비 2021년 매출액은 유사한 수준을 유지했으며, 2020년 영업이익 및 당기순이익 적자에서 2021년 흑자로 전환되는 등 수익성이 개선되었습니다. 부채총계는 증가했으나 자본총계도 함께 증가하여 재무 안정성은 대체로 안정적인 수준을 유지했습니다."
